Time,Category,Message,Status,Flag,Scope,Sector,RacingNumber
2023-04-01 05:26:58,Other,Q2 WILL START AT 16:33,,,,,
2023-04-01 05:28:42,Flag,DOUBLE YELLOW IN TRACK SECTOR 17,,DOUBLE YELLOW,Sector,17.0,
2023-04-01 05:28:43,Other,DRS DISABLED IN ZONE 2,,,,,
2023-04-01 05:31:41,Other,DRS ENABLED IN ZONE 2,,,,,
2023-04-01 05:31:41,Flag,CLEAR IN TRACK SECTOR 17,,CLEAR,Sector,17.0,
2023-04-01 05:33:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,
2023-04-01 05:36:28,Flag,YELLOW IN TRACK SECTOR 19,,YELLOW,Sector,19.0,
2023-04-01 05:36:29,Flag,CLEAR IN TRACK SECTOR 19,,CLEAR,Sector,19.0,
2023-04-01 05:37:20,Other,CAR 1 (VER) TIME 1:35.777 DELETED - TRACK LIMITS AT TURN 1 LAP 12 16:35:46,,,,,
2023-04-01 05:39:27,Other,CAR 4 (NOR) TIME 1:40.322 DELETED - TRACK LIMITS AT TURN 3 LAP 17 16:36:49,,,,,
2023-04-01 05:48:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,
2023-04-01 05:48:14,Other,FIRST CAR TO TAKE THE FLAG - CAR 20 (MAG),,,,,
2023-04-01 05:49:38,Other,Q3 WILL START AT 16:56,,,,,
2023-04-01 05:50:14,Flag,YELLOW IN TRACK SECTOR 5,,YELLOW,Sector,5.0,
2023-04-01 05:50:15,Other,DRS DISABLED IN ZONE 4,,,,,
2023-04-01 05:54:07,Other,DRS ENABLED IN ZONE 4,,,,,
2023-04-01 05:54:07,Flag,CLEAR IN TRACK SECTOR 5,,CLEAR,Sector,5.0,
2023-04-01 05:56:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,
2023-04-01 06:08:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,
2023-04-01 06:08:08,Other,FIRST CAR TO TAKE THE FLAG - CAR 55 (SAI),,,,,
2023-04-01 06:10:26,Flag,YELLOW IN TRACK SECTOR 5,,YELLOW,Sector,5.0,
2023-04-01 06:10:27,Other,DRS DISABLED IN ZONE 4,,,,,
2023-04-01 06:10:31,Flag,DOUBLE YELLOW IN TRACK SECTOR 2,,DOUBLE YELLOW,Sector,2.0,
2023-04-01 06:10:32,Other,DRS DISABLED IN ZONE 3,,,,,
2023-04-01 06:10:56,Flag,DOUBLE YELLOW IN TRACK SECTOR 5,,DOUBLE YELLOW,Sector,5.0,
2023-04-01 06:11:03,Other,TRACK SURFACE SLIPPERY IN TRACK SECTOR 6,,,,,
2023-04-01 06:11:09,Flag,CLEAR IN TRACK SECTOR 6,,CLEAR,Sector,6.0,
2023-04-01 06:11:10,Flag,YELLOW IN TRACK SECTOR 6,,YELLOW,Sector,6.0,
2023-04-01 06:11:14,Flag,YELLOW IN TRACK SECTOR 5,,YELLOW,Sector,5.0,
2023-04-01 06:11:14,Flag,DOUBLE YELLOW IN TRACK SECTOR 7,,DOUBLE YELLOW,Sector,7.0,
2023-04-01 06:12:35,Flag,DOUBLE YELLOW IN TRACK SECTOR 15,,DOUBLE YELLOW,Sector,15.0,
2023-04-01 06:12:36,Other,DRS DISABLED IN ZONE 2,,,,,
2023-04-01 06:13:32,Flag,CLEAR IN TRACK SECTOR 2,,CLEAR,Sector,2.0,
2023-04-01 06:13:32,Other,DRS ENABLED IN ZONE 3,,,,,
2023-04-01 06:14:21,Flag,DOUBLE YELLOW IN TRACK SECTOR 18,,DOUBLE YELLOW,Sector,18.0,
2023-04-01 06:15:35,Flag,CLEAR IN TRACK SECTOR 15,,CLEAR,Sector,15.0,
2023-04-01 06:15:38,Flag,CLEAR IN TRACK SECTOR 5,,CLEAR,Sector,5.0,
2023-04-01 06:15:42,Flag,CLEAR IN TRACK SECTOR 7,,CLEAR,Sector,7.0,
2023-04-01 06:15:49,Flag,CLEAR IN TRACK SECTOR 18,,CLEAR,Sector,18.0,
2023-04-01 06:16:17,Flag,CLEAR IN TRACK SECTOR 6,,CLEAR,Sector,6.0,
2023-04-01 06:16:19,Flag,YELLOW IN TRACK SECTOR 13,,YELLOW,Sector,13.0,
2023-04-01 06:16:26,Flag,CLEAR IN TRACK SECTOR 13,,CLEAR,Sector,13.0,
